Sample	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98
CONTROL_REP1_1	401.0	405.0	516.0	410.0	490.0	522.0	625.0	553.0	663.0	611.0	688.0	701.0	732.0	715.0	746.0	846.0	1016.0	1021.0	1208.0	1160.0	1245.0	1224.0	1479.0	1714.0	178470.0
CONTROL_REP1_2	469.0	525.0	582.0	470.0	666.0	655.0	801.0	717.0	805.0	696.0	798.0	901.0	905.0	732.0	776.0	1017.0	1017.0	925.0	1101.0	1146.0	1337.0	1357.0	1476.0	1684.0	176603.0
CONTROL_REP2_1	1478.0	1338.0	2187.0	1475.0	2367.0	2579.0	2367.0	4163.0	2645.0	3747.0	4096.0	3589.0	5374.0	3253.0	4934.0	5158.0	4013.0	6882.0	4019.0	6319.0	6431.0	5377.0	10386.0	4444.0	164928.0
CONTROL_REP2_2	1524.0	1382.0	2186.0	1626.0	2397.0	2773.0	2523.0	4170.0	2888.0	3876.0	4652.0	4170.0	6325.0	3859.0	5365.0	5622.0	4709.0	7073.0	4159.0	6081.0	6298.0	5152.0	9646.0	4185.0	160908.0
CONTROL_REP3_1	452.0	458.0	607.0	429.0	564.0	566.0	676.0	652.0	731.0	661.0	755.0	731.0	820.0	752.0	828.0	883.0	1115.0	1164.0	1287.0	1295.0	1502.0	1416.0	1678.0	1936.0	205682.0
CONTROL_REP3_2	547.0	529.0	648.0	571.0	598.0	659.0	805.0	788.0	837.0	740.0	828.0	893.0	940.0	753.0	880.0	1088.0	1089.0	1036.0	1132.0	1242.0	1445.0	1483.0	1673.0	1847.0	204589.0
CONTROL_REP4_1	998.0	907.0	1480.0	1083.0	1610.0	1782.0	1497.0	2819.0	1771.0	2602.0	2838.0	2580.0	3916.0	2281.0	3457.0	3761.0	3052.0	5025.0	2940.0	4945.0	4884.0	3900.0	7323.0	3317.0	114647.0
CONTROL_REP4_2	1000.0	873.0	1461.0	1003.0	1657.0	1778.0	1695.0	2747.0	1905.0	2745.0	3019.0	3011.0	4085.0	2571.0	3741.0	4030.0	3254.0	5006.0	3020.0	4810.0	4803.0	3717.0	6691.0	3067.0	113726.0
