Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
CONTROL_REP1_1	6.266989137287733	1.9255216892499458	0.9550091470031937	0.6180686903765258	0.4418467644414127	0.3534774115531301	0.22789991008030758	0.20257769784916232	0.2139468543611051	11.016195880231104	21.408121711988258	44.083387595216685	6.4246069889305755	5.8623505214308596	0.0	0.0
CONTROL_REP1_2	6.413237832418633	2.204582803633996	1.3379430095190845	0.979814579392887	0.6976527859601253	0.5395181544758303	0.4232426901491427	0.4216923506247868	0.3069672258224551	12.361890587371969	18.281603671203996	38.72541419904292	7.528965510113382	9.777474600270793	0.0	0.0
CONTROL_REP2_1	6.958641954620102	2.533766799611221	1.5986861949927944	1.1160639474477996	0.9803264403257701	0.7540972617890538	0.7536783188658377	0.6669571337600966	0.5618024600328451	14.109578710996415	12.763934041626168	35.369675235445925	12.352532091027918	9.480259409458055	0.0	0.0
CONTROL_REP2_2	7.404397224922077	2.925897375741529	1.8940409558601736	1.4009451352347757	1.1185776049870966	0.9778127827864731	0.8211281295036365	0.7406910882461373	0.6372121862117506	13.779870630425311	10.888326574387506	31.06252304186078	11.87242350102222	12.20045580990046	2.275697958910078	0.0
CONTROL_REP3_1	5.671591488741528	1.5357429133571376	0.6845259782846317	0.38074764993077315	0.2846498579027909	0.21314581359760987	0.2008489397362093	0.14938424542738468	0.13116665452160606	7.437331487284121	17.724349632004664	54.3325985571668	7.4965386577279025	3.7573781243168405	0.0	0.0
CONTROL_REP3_2	5.7676892807695115	1.7780368724039934	0.9687203964147781	0.6667638271514975	0.47821176127668874	0.4426874590104205	0.3124316840341033	0.3388471908474823	0.2746301829046127	10.098466078845734	16.16446841069737	44.031006339721635	9.994625810682797	8.68341470523938	0.0	0.0
CONTROL_REP4_1	7.210527283987711	2.664933376665583	1.8101434256596414	1.3367590338543422	1.0301629251721538	0.8940342529172619	0.8327150311808242	0.7848860382264029	0.7063974344037626	18.07506699124975	13.449144903452886	35.34562579331743	11.233068229898025	4.626535280014226	0.0	0.0
CONTROL_REP4_2	7.763013471833015	3.0009627117812623	1.9407533679582538	1.4912834726301654	1.2171865514682887	1.0080880053470362	0.8670537953532294	0.8339414156155529	0.7450285440977182	17.06697898590271	13.16401052237845	31.78481858708249	9.700087686487082	9.41679288206474	0.0	0.0
