Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
CONTROL_REP1_1	1.0764524097444006	28.774301572044283
CONTROL_REP1_2	0.876458611102498	35.40975473628724
CONTROL_REP2_1	1.4642055166404129	35.84768911083552
CONTROL_REP2_2	2.275697958910078	38.47529912524717
CONTROL_REP3_1	1.088956496392917	28.53102455731254
CONTROL_REP3_2	0.9090577861983532	35.462362457188675
CONTROL_REP4_1	1.3937859100692294	37.88117561211914
CONTROL_REP4_2	2.2694243964655603	40.38177347453104
